ZIP,PCT_WORKING,PCT_HOUSE_OWNERS,PCT_WITH_CAR,CUSTOMER_ID,mailing_Standard tennisracket,mailing_XL original orange baseball cap,mailing_XS original red soccer shirt,GENDER,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ORDERDATE_Max,PRICE_Sum_Sum,NUMBER OF PURCHASES
"1723UG",83,72,90,13691.000,,,,"F",2529.000,12.000,"name5245@tnet.jp",2009-09-06,850.104,3
"1723UG",83,72,90,3589.000,"T","T","F","F",2529.000,9.000,"name9379@tnet.inc",2008-12-05,134.144,1
"1723UG",83,72,90,23691.000,,,,"F",2529.000,3.000,"name14131@tnet.uk",2010-06-18,677.430,2
"1723VC",85,68,88,4013.000,"F","T","T","M",8805.000,11.000,"name13410@tnet.uk",2001-07-22,1378.240,2
"1724QG",81,67,87,4110.000,"F","T","T","M",846.000,4.000,"name5776@tnet.jp",2003-03-14,1292.890,2
"1724QG",81,67,87,24111.000,,,,"M",846.000,7.000,"name21435@wwmail.inc",2006-01-18,141.415,1
"1724VV",85,68,91,22121.000,"T","F","F","F",5542.000,3.000,"name4264@tnet.jp",2006-12-08,583.999,1
"1724VV",85,68,91,2724.000,"T","T","F","F",5542.000,7.000,"name2238@lomejor.es",2004-02-12,711.680,1
"1724VV",85,68,91,27121.000,"T","F","F","F",5542.000,2.000,"name8413@tnet.inc",2005-04-18,1392.128,2
"1724WN",82,65,93,9652.000,,,,"F",7551.000,11.000,"name23827@wwmail.org",2008-05-20,154.814,1
"1724XI",76,61,95,2254.000,"F","T","F","F",6652.000,11.000,"name13643@tnet.uk",2004-09-30,685.720,2
"1724XI",76,61,95,7256.000,,,,"F",6652.000,6.000,"name19177@wwmail.es",2007-09-23,452.824,2
"1724XI",76,61,95,27256.000,,,,"F",6652.000,12.000,"name3467@molbe.cat",2007-03-25,164.844,2
"1725CE",83,70,89,5615.000,"F","T","F","F",8841.000,7.000,"name20916@wwmail.inc",2009-09-30,2354.490,6
"1725CE",83,70,89,10578.000,"T","T","F","F",8841.000,11.000,"name14432@wwmail.de",2010-01-09,24.617,1
"1725CE",83,70,89,20578.000,"F","T","F","F",8841.000,11.000,"name26056@wwmail.uk",2010-06-29,919.900,3
"1725CE",83,70,89,25578.000,"F","T","F","F",8841.000,9.000,"name20184@wwmail.es",2010-01-16,525.942,2
"1725CE",83,70,89,30578.000,"F","T","F","F",8841.000,6.000,"name24705@wwmail.org",2009-08-03,491.038,2
"1725NA",79,62,85,7288.000,"T","T","T","F",4267.000,11.000,"name12926@tnet.uk",2010-11-07,1360.915,6
"1725TJ",86,68,88,11966.000,,,,"F",1667.000,8.000,"name28338@zigzag.cat",2009-05-17,979.756,3
"1725TJ",86,68,88,16966.000,,,,"F",1667.000,11.000,"name5321@tnet.jp",2009-01-20,517.456,1
"1725XU",73,60,89,15209.000,,,,"F",1090.000,7.000,"name28870@zigzag.cat",2010-01-04,620.244,3
"1726HW",75,62,89,9048.000,"T","T","F","M",7251.000,10.000,"name16555@wwmail.de",2010-05-10,71.573,1
"1726HW",75,62,89,19048.000,"F","T","F","M",7251.000,8.000,"name19095@wwmail.es",2010-05-26,159.320,1
"1726RH",72,59,92,3659.000,"F","T","T","F",4180.000,5.000,"name28901@zigzag.cat",2009-11-24,991.653,3
"1726RH",72,59,92,24161.000,,,,"F",4180.000,11.000,"name3037@molbe.cat",2009-09-28,312.350,2
"1726RH",72,59,92,29161.000,,,,"F",4180.000,12.000,"name1812@lomejor.es",2010-01-14,619.230,3
"1726RZ",83,69,92,6580.000,"F","F","T","F",3218.000,8.000,"name14719@wwmail.de",2008-10-27,723.283,2
"1726SN",84,66,86,9743.000,"T","T","F","M",4608.000,5.000,"name7932@tnet.fr",2009-09-27,1075.757,4
"1726XM",87,70,91,20497.000,,,,"M",3594.000,3.000,"name11197@tnet.uk",2008-09-21,953.321,2
"1726YS",82,66,91,7416.000,"T","F","F","M",5115.000,1.000,"name15184@wwmail.de",2010-06-28,676.692,2
"1726YS",82,66,91,27416.000,"T","F","F","M",5115.000,9.000,"name169@hmail.fr",2010-08-30,225.981,2
"1727LO",86,72,90,10868.000,"F","T","F","F",1609.000,3.000,"name29710@zigzag.com",2010-12-18,1304.913,4
"1727LO",86,72,90,25868.000,"F","T","T","F",1609.000,6.000,"name17421@wwmail.de",2009-02-05,663.145,2
"1727TK",81,64,90,11810.000,,,,"M",6106.000,3.000,"name1799@lomejor.es",2009-08-28,637.242,2
"1728AY",77,62,93,3433.000,"F","T","F","F",1134.000,12.000,"name29958@zigzag.inc",2001-04-06,795.650,2
"1728AY",77,62,93,22933.000,"T","T","F","F",1134.000,5.000,"name26251@wwmail.uk",2010-05-06,1714.178,4
"1728FS",65,46,90,7502.000,,,,"F",9709.000,9.000,"name19341@wwmail.es",2009-10-16,486.016,3
"1728FS",65,46,90,22502.000,"F","F","T","F",9709.000,12.000,"name23245@wwmail.inc",2008-05-14,100.084,1
"1728KT",85,69,89,1469.000,"F","T","F","F",8055.000,9.000,"name24960@wwmail.org",2003-05-08,868.990,2
"1728KT",85,69,89,26468.000,"F","T","F","F",8055.000,12.000,"name29361@zigzag.jp",2010-08-02,374.138,1
"1728NA",81,68,93,822.000,"F","T","F","F",5970.000,4.000,"name23321@wwmail.inc",1999-11-03,910.510,1
"1728NG",80,66,90,12225.000,"F","F","T","M",6887.000,11.000,"name12299@tnet.uk",2005-02-04,378.935,1
"1728NG",80,66,90,27225.000,"T","F","F","M",6887.000,9.000,"name13351@tnet.uk",2010-10-15,1781.761,3
"1728NR",72,52,93,15258.000,"F","T","F","F",9253.000,9.000,"name6272@tnet.fr",2006-01-10,149.641,1
"1728NR",72,52,93,5295.000,"T","T","F","F",9253.000,8.000,"name29007@zigzag.cat",2004-01-01,276.690,2
"1728NR",72,52,93,25258.000,"F","T","F","F",9253.000,8.000,"name22459@wwmail.inc",2009-09-03,1492.964,3
"1729DG",84,69,93,5890.000,"F","F","T","F",7479.000,10.000,"name17087@wwmail.de",2009-02-24,1399.012,2
"1729DG",84,69,93,889.000,"F","T","F","F",7479.000,2.000,"name10292@tnet.inc",2001-12-18,2596.090,3
"1729FS",75,59,89,20159.000,"F","F","T","F",5366.000,3.000,"name23800@wwmail.org",2010-10-29,312.598,1
"1729FS",75,59,89,30159.000,,,,"F",5366.000,2.000,"name4191@tnet.jp",2009-12-06,834.256,3
"1729MX",80,62,92,17154.000,"T","F","F","F",7994.000,7.000,"name11675@tnet.uk",2010-09-01,3159.916,6
"1729MX",80,62,92,27154.000,"T","F","F","F",7994.000,6.000,"name13398@tnet.uk",2009-05-26,369.107,1
"1730AN",86,67,91,8164.000,"T","F","F","F",9280.000,3.000,"name24072@wwmail.org",2006-08-16,354.581,1
"1730IJ",77,60,90,21954.000,,,,"F",1309.000,7.000,"name27118@wwmail.uk",2005-05-06,779.476,2
"1730IJ",77,60,90,11954.000,,,,"F",1309.000,2.000,"name4886@tnet.jp",2005-10-08,280.603,1
"1730IJ",77,60,90,16954.000,,,,"F",1309.000,8.000,"name25378@wwmail.org",2010-12-11,686.916,3
"1730IP",78,62,87,14924.000,,,,"F",-999999.000,11.000,"name9328@tnet.inc",2007-07-30,580.016,1
"1730IP",78,62,87,19924.000,,,,"F",5566.000,7.000,"name4766@tnet.jp",2007-04-19,836.653,2
"1730IP",78,62,87,29924.000,"T","F","F","F",5566.000,3.000,"name20436@wwmail.es",2010-11-14,629.390,3
"1730SN",83,70,91,13421.000,,,,"F",5218.000,3.000,"name5197@tnet.jp",2010-12-21,600.991,2
"1730SN",83,70,91,23421.000,"F","F","T","F",5218.000,8.000,"name3966@tnet.jp",2010-08-13,404.551,2
"1730TN",75,59,91,22487.000,"F","F","T","F",789.000,7.000,"name18627@wwmail.es",2010-01-30,194.463,3
"1731AO",84,70,88,2207.000,"F","T","F","M",3414.000,6.000,"name22541@wwmail.inc",2003-05-05,1003.550,3
"1731DV",86,74,90,2496.000,"T","T","F","M",183.000,4.000,"name9840@tnet.inc",1999-04-16,568.680,1
"1731DV",86,74,90,12498.000,"F","T","F","M",183.000,5.000,"name5001@tnet.jp",2006-02-24,1121.623,3
"1731DV",86,74,90,17498.000,"T","T","F","M",183.000,10.000,"name1230@hmail.uk",2009-11-02,725.386,3
"1731OS",79,63,88,10247.000,,,,"F",6923.000,1.000,"name10897@tnet.inc",2009-02-01,693.364,2
"1731OS",79,63,88,30247.000,,,,"F",6923.000,1.000,"name6029@tnet.fr",2010-09-28,1433.389,6
"1731RP",84,66,92,21509.000,,,,"M",547.000,10.000,"name14350@tnet.uk",2007-06-01,698.060,3
"1731SO",84,69,90,22815.000,,,,"F",202.000,8.000,"name6455@tnet.fr",2010-01-03,430.727,2
"1731VP",86,73,92,16002.000,"T","F","T","F",1724.000,6.000,"name28400@zigzag.cat",2007-08-17,369.025,1
"1731VP",86,73,92,26002.000,,,,"F",1724.000,9.000,"name20438@wwmail.es",2010-07-27,518.369,3
"1732HA",80,65,93,3695.000,"F","T","F","F",5980.000,6.000,"name28893@zigzag.cat",2004-03-29,3622.120,4
"1732HA",80,65,93,24197.000,"T","F","T","F",5980.000,4.000,"name27704@zigzag.be",2010-09-10,1439.996,3
"1732IR",81,66,91,4158.000,"F","T","F","F",9427.000,2.000,"name9500@tnet.inc",2004-01-02,367.320,2
"1732QN",81,64,90,3729.000,"F","T","F","F",84.000,8.000,"name25427@wwmail.org",2000-03-26,311.630,1
"1732QN",81,64,90,24231.000,,,,"F",84.000,1.000,"name21554@wwmail.inc",2008-01-06,499.370,2
"1732UU",75,61,90,7680.000,,,,"F",7807.000,9.000,"name4383@tnet.jp",2010-12-17,430.049,1
"1732WG",85,70,87,23342.000,,,,"F",998.000,5.000,"name24597@wwmail.org",2008-10-09,1424.194,3
"1733LG",71,54,88,5145.000,"F","T","F","F",4830.000,4.000,"name3987@tnet.jp",2010-02-21,862.732,2
"1733NS",84,70,86,7349.000,"F","F","T","M",8962.000,7.000,"name21558@wwmail.inc",2010-02-18,358.064,2
"1733NS",84,70,86,12349.000,,,,"M",8962.000,12.000,"name22025@wwmail.inc",2007-11-12,1381.252,3
"1733NS",84,70,86,17349.000,,,,"M",8962.000,10.000,"name25994@wwmail.uk",2009-01-10,446.973,2
"1733TI",75,59,88,19634.000,,,,"F",7632.000,11.000,"name22770@wwmail.inc",2010-11-29,715.461,2
"1733ZT",75,60,91,9575.000,,,,"F",4672.000,4.000,"name1966@lomejor.es",2010-06-06,57.720,1
"1733ZT",75,60,91,19575.000,"T","F","T","F",4672.000,10.000,"name11148@tnet.inc",2008-02-12,1131.135,4
"1733ZW",90,72,88,12155.000,,,,"F",2033.000,12.000,"name28235@zigzag.be",2009-12-02,623.062,3
"1733ZW",90,72,88,17155.000,"T","F","F","F",2033.000,4.000,"name16901@wwmail.de",2007-06-28,1342.216,3
"1733ZX",75,61,90,29387.000,,,,"F",4795.000,2.000,"name4694@tnet.jp",2007-07-21,535.296,2
"1733ZX",75,61,90,24387.000,,,,"F",4795.000,1.000,"name21673@wwmail.inc",2010-05-06,319.389,1
"1734KH",74,59,91,20060.000,,,,"F",5417.000,3.000,"name16619@wwmail.de",2010-04-19,560.970,2
"1734QV",71,58,90,8979.000,,,,"F",9882.000,2.000,"name7712@tnet.fr",2009-12-24,1013.598,3
"1734QV",71,58,90,28979.000,"F","F","T","F",9882.000,9.000,"name10912@tnet.inc",2007-04-16,486.364,1
"1735JQ",69,56,91,29715.000,,,,"F",6405.000,11.000,"name4470@tnet.jp",2010-10-30,495.605,2
"1735MC",83,65,91,9718.000,"F","T","F","F",3322.000,10.000,"name10486@tnet.inc",2010-02-05,427.411,2
"1735VS",81,68,93,17699.000,"F","F","T","F",8339.000,9.000,"name21650@wwmail.inc",2010-04-17,174.858,3
"1735VS",81,68,93,2194.000,"F","T","F","F",8339.000,11.000,"name22546@wwmail.inc",1999-03-03,774.060,1
"1735ZI",79,62,89,7548.000,"F","T","F","F",2518.000,4.000,"name26785@wwmail.uk",2010-10-20,278.596,1
"1735ZY",77,61,91,19996.000,,,,"F",6158.000,6.000,"name20707@wwmail.inc",2009-07-04,836.366,3
"1735ZY",77,61,91,4997.000,"T","T","F","F",6158.000,7.000,"name6222@tnet.fr",2009-03-09,384.273,1
"1735ZY",77,61,91,14996.000,"F","F","T","F",6158.000,8.000,"name22227@wwmail.inc",2010-01-06,498.109,2
"1736AW",76,62,94,16781.000,,,,"F",10.000,2.000,"name3396@molbe.cat",2009-01-02,1035.160,2
"1736AW",76,62,94,21781.000,,,,"F",10.000,6.000,"name26891@wwmail.uk",2008-04-16,840.488,3
"1736AW",76,62,94,11781.000,,,,"F",10.000,4.000,"name12360@tnet.uk",2009-05-06,636.984,2
"1736BL",83,69,90,1972.000,"F","T","F","M",5050.000,10.000,"name25773@wwmail.uk",1999-09-05,174.650,1
"1736WF",82,70,92,11243.000,"F","T","F","F",8145.000,7.000,"name8898@tnet.inc",2008-12-16,506.241,2
"1736WF",82,70,92,26243.000,"F","T","F","F",8145.000,3.000,"name28900@zigzag.cat",2010-04-23,398.291,2
"1736WL",89,74,89,17077.000,"T","F","F","F",9789.000,5.000,"name18155@wwmail.es",2009-09-22,283.034,2
"1736WL",89,74,89,12077.000,"T","F","T","F",9789.000,12.000,"name12318@tnet.uk",2005-12-14,55.221,1
"1736WL",89,74,89,2680.000,"F","T","F","F",9789.000,11.000,"name13590@tnet.uk",2003-12-17,844.100,1
"1737GU",77,64,88,8563.000,"F","T","T","F",5856.000,3.000,"name9683@tnet.inc",2009-12-19,815.460,2
"1737GU",77,64,88,18563.000,"F","T","T","F",5856.000,8.000,"name11468@tnet.uk",2005-09-19,370.638,1
"1737OQ",84,68,94,30431.000,"F","F","T","F",1030.000,10.000,"name1482@lomejor.es",2010-03-22,1377.618,3
"1737UY",86,71,90,11944.000,"T","F","F","F",6692.000,9.000,"name16202@wwmail.de",2010-12-17,1074.723,3
"1737UY",86,71,90,1944.000,"F","T","F","F",6692.000,10.000,"name29990@zigzag.nl",2001-06-17,1274.130,3
"1737ZI",82,62,88,15946.000,"F","F","T","F",182.000,6.000,"name9112@tnet.inc",2005-07-26,271.429,1
"1738AU",77,63,90,20321.000,,,,"M",4218.000,10.000,"name10402@tnet.inc",2010-09-10,544.384,2
"1738AU",77,63,90,15321.000,"F","F","T","M",4218.000,1.000,"name16543@wwmail.de",2010-11-30,829.497,3
"1738AU",77,63,90,25321.000,,,,"M",4218.000,11.000,"name20126@wwmail.es",2007-02-24,997.508,2
"1738AU",77,63,90,30321.000,"F","F","T","M",4218.000,9.000,"name11400@tnet.uk",2008-11-15,825.889,2
"1738OB",78,60,91,25745.000,,,,"M",9926.000,10.000,"name5465@tnet.jp",2006-01-02,507.630,2
"1738TK",85,72,90,21504.000,,,,"M",121.000,8.000,"name2955@molbe.cat",2010-09-24,555.589,2
"1739IU",90,76,89,23870.000,"F","F","T","F",4578.000,4.000,"name24795@wwmail.org",2007-12-22,810.212,2
"1739IU",90,76,89,28870.000,,,,"F",4578.000,3.000,"name25679@wwmail.uk",2007-08-30,971.444,3
"1740AO",81,66,91,15692.000,,,,"M",168.000,1.000,"name28103@zigzag.be",2010-03-01,800.038,3
"1740FZ",80,67,89,8524.000,,,,"M",5717.000,11.000,"name12777@tnet.uk",2007-03-23,247.129,1
"1740FZ",80,67,89,13524.000,,,,"M",5717.000,4.000,"name8447@tnet.inc",2008-07-28,1004.910,2
"1740IZ",69,57,89,27670.000,"T","F","T","M",2529.000,8.000,"name2213@lomejor.es",2009-05-11,635.868,2
"1740SY",77,65,90,28321.000,"T","F","F","M",9598.000,11.000,"name21589@wwmail.inc",2010-01-02,880.496,2
"1740WR",78,63,94,23450.000,"T","F","F","F",7414.000,6.000,"name25710@wwmail.uk",2005-01-08,235.231,1
"1741RR",85,70,90,13021.000,"T","F","F","M",7583.000,9.000,"name2973@molbe.cat",2007-12-20,851.696,3
"1741RR",85,70,90,28021.000,,,,"M",7583.000,3.000,"name17793@wwmail.es",2006-02-18,493.245,1
"1741VF",79,65,89,14599.000,,,,"M",4463.000,6.000,"name3833@tnet.jp",2005-06-11,425.140,1
"1741YL",85,68,92,12595.000,"T","F","T","M",502.000,1.000,"name27367@zigzag.be",2010-01-05,605.626,3
"1741YL",85,68,92,7595.000,,,,"M",502.000,7.000,"name27692@zigzag.be",2010-03-17,812.206,3
"1742CQ",80,66,88,24528.000,"F","T","F","M",6403.000,9.000,"name2263@lomejor.es",2005-09-01,414.830,1
"1742JA",88,70,88,2227.000,"F","T","F","F",9276.000,10.000,"name20141@wwmail.es",2010-08-07,413.887,1
"1742JA",88,70,88,7732.000,"F","F","T","F",9276.000,3.000,"name24142@wwmail.org",2010-12-13,1228.648,3
"1742JA",88,70,88,17732.000,"F","F","T","F",9276.000,7.000,"name2918@molbe.cat",2008-12-16,807.595,3
"1742JA",88,70,88,27732.000,,,,"F",9276.000,3.000,"name17834@wwmail.es",2008-10-14,285.745,1
"1742ME",73,56,88,13230.000,,,,"F",8368.000,9.000,"name5158@tnet.jp",2010-02-28,572.830,1
"1742ME",73,56,88,8230.000,"T","F","F","F",8368.000,7.000,"name15880@wwmail.de",2008-04-12,228.362,1
"1742ME",73,56,88,28230.000,,,,"F",8368.000,11.000,"name21565@wwmail.inc",2008-06-14,1764.541,3
"1742VP",79,65,91,28514.000,"T","F","F","M",4059.000,10.000,"name15566@wwmail.de",2010-08-21,1364.541,6
"1742VY",85,72,90,19492.000,"T","F","T","M",8135.000,6.000,"name3892@tnet.jp",2007-12-22,1440.228,6
"1742VY",85,72,90,24492.000,"T","F","F","M",8135.000,3.000,"name23462@wwmail.org",2008-01-07,955.969,2
"1743FM",79,69,93,14493.000,"F","T","F","F",5630.000,2.000,"name29817@zigzag.es",2007-12-18,1105.695,2
"1743FM",79,69,93,29493.000,"T","T","F","F",5630.000,11.000,"name1732@lomejor.es",2010-03-08,1144.840,3
"1743GS",86,74,87,8291.000,,,,"M",9956.000,4.000,"name20866@wwmail.inc",2008-10-04,837.693,3
"1743GS",86,74,87,3090.000,"F","T","F","M",9956.000,5.000,"name22031@wwmail.inc",2000-12-30,1303.160,2
"1743GS",86,74,87,18291.000,"T","F","T","M",9956.000,5.000,"name74@hmail.de",2006-09-11,297.912,1
"1743GS",86,74,87,23291.000,"T","F","F","M",9956.000,11.000,"name21567@wwmail.inc",2005-11-03,388.444,1
"1743NP",86,70,91,4721.000,"F","T","F","F",2604.000,6.000,"name1695@lomejor.es",2003-10-17,1012.570,1
"1743QY",81,68,92,18240.000,,,,"F",7405.000,8.000,"name4959@tnet.jp",2010-05-07,212.116,1
"1743QY",81,68,92,23240.000,"F","F","T","F",7405.000,3.000,"name102@hmail.fr",2010-10-16,827.313,2
"1743QY",81,68,92,28240.000,,,,"F",7405.000,10.000,"name12719@tnet.uk",2007-12-04,2220.456,6
"1743TW",78,62,91,21514.000,,,,"M",4582.000,8.000,"name29290@zigzag.jp",2009-06-07,1453.854,4
"1743YY",82,71,89,9790.000,"F","F","T","F",9138.000,3.000,"name27529@zigzag.be",2010-07-20,279.114,1
"1743YY",82,71,89,4591.000,"T","T","F","F",9138.000,7.000,"name29371@zigzag.jp",2010-12-29,1203.041,3
"1744AI",72,58,89,16769.000,,,,"M",9176.000,2.000,"name15297@wwmail.de",2010-05-13,745.877,3
"1744AI",72,58,89,11769.000,"F","F","T","M",9176.000,6.000,"name18913@wwmail.es",2010-12-03,181.091,2
"1744GQ",86,70,88,4024.000,"F","T","T","M",5689.000,9.000,"name13407@tnet.uk",2005-12-10,301.530,1
"1744GQ",86,70,88,9025.000,,,,"M",5689.000,4.000,"name2442@molbe.cat",2008-09-11,703.249,2
"1744RH",67,51,93,10904.000,,,,"F",7726.000,10.000,"name23613@wwmail.org",2010-12-17,926.365,3
"1744RH",67,51,93,5904.000,"F","F","T","F",7726.000,3.000,"name24470@wwmail.org",2010-11-02,519.807,2
"1744RH",67,51,93,25904.000,,,,"F",7726.000,3.000,"name5446@tnet.jp",2010-06-20,1434.865,3
"1744TF",86,67,90,1369.000,"F","T","F","M",757.000,2.000,"name802@hmail.uk",1999-03-24,1625.480,1
"1744TF",86,67,90,26670.000,"T","F","T","M",757.000,9.000,"name20910@wwmail.inc",2010-05-29,218.381,1
"1744XO",82,69,92,16431.000,,,,"F",4766.000,4.000,"name4268@tnet",2010-08-11,366.225,2
"1744XO",82,69,92,11431.000,,,,"F",4766.000,11.000,"name14919@wwmail.de",2009-06-13,1084.659,3
"1745AG",74,58,93,4691.000,"F","T","F","F",5967.000,11.000,"name13316@tnet.uk",2003-10-27,1509.670,1
"1745AG",74,58,93,29890.000,"T","F","F","F",5967.000,8.000,"name20442@wwmail.es",2010-12-10,1074.014,4
"1745AG",74,58,93,24890.000,,,,"F",5967.000,11.000,"name9832@tnet.inc",2007-10-05,800.306,1
"1745BT",80,67,94,14146.000,,,,"F",3153.000,6.000,"name12073@tnet.uk",2009-09-03,1284.494,4
"1745BT",80,67,94,19146.000,,,,"F",3153.000,8.000,"name11368@tnet.uk",2007-11-03,452.993,2
"1745BT",80,67,94,29146.000,,,,"F",3153.000,7.000,"name24877wwmail.org",2005-11-13,329.695,3
"1745BT",80,67,94,24146.000,,,,"F",3153.000,1.000,"name6577@tnet.fr",2008-03-20,506.981,2
"1745OP",76,63,91,16073.000,"T","T","F","F",5866.000,1.000,"name23494@wwmail.org",2010-06-14,2282.999,6
"1746VX",92,76,92,7619.000,,,,"F",1484.000,6.000,"name17136@wwmail.de",2009-11-10,377.050,1
"1746VX",92,76,92,22619.000,,,,"F",1484.000,5.000,"name1431@lomejor.es",2007-11-19,555.647,2
"1747EV",74,60,92,9626.000,,,,"F",1964.000,7.000,"name1956@lomejor.es",2006-03-09,894.081,2
"1747EV",74,60,92,4327.000,"F","T","F","F",1964.000,5.000,"name1786@lomejor.es",2009-01-15,1747.811,4
"1747QY",85,67,90,4777.000,"F","T","F","M",1440.000,2.000,"name25946@wwmail.uk",2008-01-25,1612.834,5
"1747QY",85,67,90,24273.000,"F","T","F","M",1440.000,5.000,"name5746@tnet.jp",2006-02-21,1176.156,4
"1747WN",85,70,91,23172.000,,,,"M",4354.000,9.000,"name17892wwmail.es",2009-09-02,1363.609,4
"1747WN",85,70,91,28172.000,"T","F","F","M",4354.000,10.000,"name26904@wwmail.uk",2007-10-07,73.060,1
"1748BR",78,62,87,3829.000,"F","T","F","M",609.000,12.000,"name1998@lomejor.es",2003-06-07,288.630,1
"1748BR",78,62,87,8830.000,,,,"M",609.000,7.000,"name2524@molbe.cat",2007-08-24,7.500,1
"1748DZ",73,62,89,28804.000,"T","F","F","F",9655.000,5.000,"name24919@wwmail.org",2010-01-14,1164.983,2
"1748QO",75,59,92,9828.000,"F","T","F","F",7016.000,2.000,"name19606@wwmail.es",2009-12-11,516.452,3
"1748QS",82,68,91,11213.000,"T","T","F","F",7116.000,7.000,"name19115@wwmail.es",2010-06-18,1428.122,3
"1748QS",82,68,91,1213.000,"F","T","F","F",7116.000,4.000,"name5415@tnet.jp",2009-03-17,943.436,3
"1748UM",77,64,91,10477.000,,,,"F",3092.000,3.000,"name22789@wwmail.inc",2010-09-08,919.770,3
"1748UX",77,65,89,25737.000,,,,"M",931.000,3.000,"name25991@wwmail.",2009-07-16,1111.251,5
"1748VR",94,77,90,17958.000,"F","T","F","F",912.000,2.000,"name27259@zigzag.be",2007-02-18,1085.482,3
"1749GZ",81,67,88,9461.000,,,,"M",8993.000,11.000,"name25808@wwmail.uk",2006-04-21,399.344,2
"1749KS",79,67,92,22033.000,"F","T","F","F",445.000,3.000,"name21457@wwmail.inc",2006-08-21,423.900,2
"1749PN",83,70,90,5892.000,,,,"F",2068.000,11.000,"name6300@tnet.fr",2008-06-10,825.247,2
"1749RM",77,61,91,6733.000,"T","T","F","F",4359.000,8.000,"name24311@wwmail.org",2007-04-05,220.753,2
"1749VT",78,59,90,29089.000,,,,"F",5378.000,3.000,"name21861@wwmail.inc",2010-07-03,184.244,1
"1749ZL",80,66,87,10219.000,"T","F","F","F",3915.000,11.000,"name17013@wwmail.de",2006-12-30,65.486,2
"1749ZL",80,66,87,5136.000,"T","T","T","F",3915.000,9.000,"name6434@tnet.fr",1999-12-17,156.740,1
"1749ZL",80,66,87,30219.000,,,,"F",3915.000,8.000,"name20340@wwmail.es",2009-10-01,1066.773,4
"1750FH",79,65,90,11916.000,,,,"F",4046.000,7.000,"name4875@tnet.jp",2010-12-26,486.283,1
"1750FH",79,65,90,26916.000,,,,"F",4046.000,6.000,"name26460@wwmail.uk",2006-05-29,324.415,1
"1750KV",79,62,88,21875.000,,,,"F",8748.000,9.000,"name19236@wwmail.es",2007-03-21,1077.904,3
"1750KV",79,62,88,1674.000,"T","T","F","F",8748.000,8.000,"name26057@wwmail.uk",2001-01-05,1018.260,1
"1750SB",81,64,89,8050.000,,,,"F",8654.000,11.000,"name20616@wwmail.es",2010-04-25,1437.143,6
"1750SB",81,64,89,2751.000,"F","T","F","F",8654.000,4.000,"name20036@wwmail.es",2010-04-12,1632.647,5
"1750SB",81,64,89,28050.000,,,,"F",8654.000,3.000,"name21437@wwmail.inc",2008-04-25,736.616,4
"1750SB",81,64,89,23050.000,,,,"F",8654.000,9.000,"name28626@zigzag.cat",2007-10-03,290.241,1
"1750SI",82,64,90,4689.000,"F","T","T","F",726.000,4.000,"name26034@wwmail.uk",2003-07-17,2488.390,4
"1750SI",82,64,90,19888.000,"F","T","F","F",726.000,3.000,"name28719@zigzag.cat",2008-06-14,219.833,1
"1750VH",85,68,89,15672.000,,,,"F",1176.000,6.000,"name15998@wwmail.de",2009-06-23,792.341,2
"1750VH",85,68,89,5191.000,"F","T","F","F",1176.000,3.000,"name21603@wwmail.inc",2007-10-19,483.014,1
"1750VH",85,68,89,10672.000,"T","F","F","F",1176.000,7.000,"name12495@tnet.uk",2007-08-27,906.884,2
"1750WW",86,67,88,13157.000,,,,"F",5682.000,1.000,"name12187@tnet.uk",2009-03-23,1113.452,6
"1750ZO",85,65,91,14614.000,,,,"M",777.000,1.000,"name24575@wwmail.org",2006-08-15,1651.776,3
"1750ZO",85,65,91,9614.000,,,,"M",777.000,6.000,"name12624@tnet.uk",2009-10-18,390.060,2
"1750ZW",81,68,88,22224.000,"T","F","F","F",8585.000,8.000,"name28337@zigzag.cat",2007-03-20,489.611,1
"1751AB",67,53,90,21124.000,,,,"F",7000.000,3.000,"name16921@wwmail.de",2005-09-06,211.843,1
"1751LZ",77,63,90,16621.000,,,,"M",1190.000,3.000,"name3567@molbe.cat",2009-11-08,974.413,2
"1751LZ",77,63,90,1320.000,"F","T","F","M",1190.000,2.000,"name29698@zigzag.com",2009-11-17,195.897,1
"1751NT",82,67,88,12584.000,,,,"F",3808.000,3.000,"name2434@molbe.cat",2005-04-15,175.120,1
"1751OM",84,71,92,27603.000,"F","T","F","M",1861.000,3.000,"name7279@tnet.fr",2010-11-06,489.313,5
"1751QU",85,71,90,9389.000,,,,"M",8351.000,5.000,"name15439@wwmail.de",2010-03-01,1329.686,6
"1751SI",81,68,89,8969.000,"F","F","T","F",1430.000,6.000,"name23932@wwmail.org",2009-08-18,189.227,1
"1752EN",79,65,90,20744.000,,,,"M",3035.000,4.000,"name2052@lomejor.es",2010-06-14,1000.996,3
"1752IN",85,73,90,19795.000,,,,"F",8674.000,8.000,"name19466@wwmail.es",2010-03-17,1018.534,3
"1752IT",84,72,91,8720.000,,,,"F",7666.000,6.000,"name19530@wwmail.es",2008-08-21,1262.481,2
"1752IT",84,72,91,3618.000,"F","T","F","F",7666.000,12.000,"name29382@zigzag.jp",2010-12-19,875.072,2
"1752IT",84,72,91,28720.000,,,,"F",7666.000,11.000,"name10563@tnet.inc",2010-01-27,1752.035,5
