ZIP	CUSTOMER_ID	GENDER	CREDITLIMIT	ZODIAC	E-MAIL ADDRESS	ORDERDATE	AMOUNT_SPENT	MAILING_ID_1.0	MAILING_ID_2.0	1.0_RESPONSE	2.0_RESPONSE	pct_working	pct_with_car	pct_house_owners
"1737ZI"	20946.000000	"F"	182.000000	7.000000	"name4550@tnet.jp"	2010-05-08	1069.317943					82	88	62
"1625TZ"	20947.000000	"M"	2301.000000	5.000000	"name19636@wwmail.es"	2010-08-17	706.458238					82	91	63
"1684YE"	20948.000000	"F"	2704.000000	4.000000	"name26308@wwmail.uk"	2010-08-15	2340.350845	"T"	"F"	0.000000		85	87	69
"1508DU"	20949.000000	"M"	4033.000000	3.000000	"name2572@molbe.cat"	2009-04-17	826.365963					89	90	76
"1143VC"	20950.000000	"M"	1818.000000	4.000000	"name19645@wwmail.es"	2010-10-24	560.388651					85	90	71
"1228IK"	20951.000000	"F"	9044.000000	3.000000	"name14403@tnet.uk"	2010-07-04	867.751570					80	91	60
"1567CX"	20952.000000	"F"	1975.000000	8.000000	"name23987@wwmail.org"	2006-09-12	382.332416					76	87	59
"1315FI"	20953.000000	"F"	3619.000000	11.000000	"name9770@tnet.inc"	2007-04-07	1102.126155	"T"	"F"	0.000000		86	88	71
"1753OI"	20954.000000	"M"	3517.000000	8.000000	"name14402tnet.uk"	2008-08-18	2022.783760					84	90	67
"1229DC"	20955.000000	"M"	701.000000	11.000000	"name16335@wwmail.de"	2010-10-17	1104.054210					82	88	67
"1036LJ"	20956.000000	"M"	1878.000000	3.000000	"name9767@tnet.inc"	2008-02-06	1114.464545					78	89	63
"1002VW"	20957.000000	"M"	4023.000000	4.000000	"name14401@tnet.uk"	2010-02-14	1224.356315					83	92	70
"1979KZ"	20958.000000	"M"	4946.000000	6.000000	"name26263@wwmail.uk"	2009-09-17	1592.381666	"T"	"F"	0.000000		82	87	66
"1784IE"	20959.000000	"F"	9946.000000	9.000000	"name16246@wwmail.de"	2009-04-16	1167.952029					82	87	67
"1183FC"	20960.000000	"F"	1522.000000	10.000000	"name11157@tnet.inc"	2009-05-21	558.326725					85	93	66
"1492WX"	20961.000000	"F"	7458.000000	6.000000	"name14400@tnet.uk"	2009-03-07	245.862700					74	88	62
"1569VY"	20962.000000	"F"	1340.000000	4.000000	"name2575@molbe.cat"	2006-11-13	157.587914					87	92	73
"1558OG"	20963.000000	"F"	7136.000000	1.000000	"name23988@wwmail.org"	2010-11-19	881.287198	"T"	"F"	0.000000		94	89	81
"1588SB"	20964.000000	"F"	1723.000000	4.000000	"name14399@tnet.uk"	2009-07-12	636.897371					74	92	64
"1972BQ"	20965.000000	"F"	3799.000000	4.000000	"name9758tnet.inc"	2010-12-30	876.959628					73	90	60
"1109VD"	20966.000000	"M"	1326.000000	2.000000	"name23989@wwmail.org"	2006-01-01	581.866377					87	92	69
"1034PE"	20967.000000	"F"	6432.000000	4.000000	"name7615@tnet.fr"	2009-04-26	495.524831					94	89	79
"1221JA"	20968.000000	"F"	1143.000000	9.000000	"name19687@wwmail.es"	2010-09-09	625.465487	"T"	"F"	0.000000		79	88	63
"1794JI"	20969.000000	"M"	1799.000000	10.000000	"name23990@wwmail.org"	2010-07-15	217.662412					80	87	66
"1127WB"	20970.000000	"M"	9211.000000	6.000000	"name2080@lomejor.es"	2010-01-24	1790.031118					73	88	58
"1606VF"	20971.000000	"F"	2558.000000	8.000000	"name16212@wwmail.de"	2008-03-13	411.019474					79	89	65
"1940TF"	20972.000000	"F"	9191.000000	5.000000	"name29688@zigzag.com"	2009-12-15	730.981813					77	91	62
"1572DZ"	20973.000000	"M"	2455.000000	4.000000	"name9750@tnet.inc"	2009-01-02	201.461795	"T"	"F"	0.000000		87	90	71
"1587UJ"	20974.000000	"F"	39.000000	4.000000	"name19698@wwmail.es"	2010-10-08	686.191728					74	92	60
"1686RR"	20975.000000	"F"	2012.000000	9.000000	"name16175@wwmail.de"	2008-11-09	866.233954					79	89	65
"1595IP"	20976.000000	"F"	2158.000000	12.000000	"name706@hmail.uk"	2010-12-17	81.409575					82	89	66
"1487WF"	20977.000000	"F"	1914.000000	2.000000	"name16150@wwmail.de"	2009-08-01	1252.504396					73	93	60
"1196XI"	20978.000000	"M"	8035.000000	3.000000	"name27363@zigzag.be"	2010-12-16	1766.374384	"T"	"F"	0.000000		87	89	71
"1197HI"	20979.000000	"F"	271.000000	10.000000	"name25867@wwmail.uk"	2007-05-23	511.924207					75	92	60
"1120QK"	20980.000000	"F"	7200.000000	9.000000	"name9743@tnet.inc"	2010-04-10	364.716804					88	90	71
"1180UC"	20981.000000	"F"	8673.000000	3.000000	"name14398@tnet.uk"	2010-07-29	102.468672					81	89	66
"1495DX"	20982.000000	"F"	7203.000000	8.000000	"name4538@tnet.jp"	2007-08-01	965.048732					83	88	66
"1876EE"	20983.000000	"F"	8089.000000	4.000000	"name25529@wwmail.uk"	2007-07-11	133.572740	"T"	"F"	0.000000		85	92	70
"1642TR"	20984.000000	"F"	7392.000000	11.000000	"name20441@wwmail.es"	2010-08-07	918.094436					86	91	69
"1060AF"	20985.000000	"F"	961.000000	4.000000	"name2592@molbe.cat"	2010-05-19	370.212115					81	90	67
"1569SO"	20986.000000	"M"	3611.000000	2.000000	"name7607@tnet.fr"	2007-03-01	81.070262					92	89	78
"1776YQ"	20987.000000	"M"	4236.000000	9.000000	"name9736@tnet.inc"	2007-11-05	472.447247					74	88	62
"1575QV"	20988.000000	"M"	8480.000000	8.000000	"name25498@wwmail.uk"	2005-07-29	92.401127	"T"	"F"	0.000000		78	90	60
"1797LD"	20989.000000	"F"	4557.000000	3.000000	"name4536@tnet.jp"	2010-07-28	905.928442					91	91	77
"1939UM"	20990.000000	"F"	4909.000000	3.000000	"name26837@wwmail.uk"	2007-11-30	239.329645					78	88	61
"1363IO"	20991.000000	"F"	5644.000000	3.000000	"name26807@wwmail.uk"	2007-07-27	818.461545					79	89	59
"1324VH"	20992.000000	"F"	1172.000000	10.000000	"name7604@tnet.fr"	2008-06-24	852.947224					71	90	55
"1429VH"	20993.000000	"F"	6150.000000	2.000000	"name21939@wwmail.inc"	2010-07-06	611.078530	"T"	"F"	0.000000		68	88	53
"1068DK"	20994.000000	"M"	4315.000000	11.000000	"name7603@tnet.fr"	2009-12-03	818.298768					84	86	72
"1216AM"	20995.000000	"F"	764.000000	10.000000	"name14397@tnet.uk"	2005-12-01	32.371295					80	91	62
"1581YK"	20996.000000	"F"	6190.000000	5.000000	"name9727@tnet.inc"	2010-03-15	1275.974284					88	89	72
"1054AV"	20997.000000	"F"	9025.000000	7.000000	"name17649@wwmail.es"	2005-08-18	227.643030					88	87	74
"1251PW"	20998.000000	"F"	6746.000000	3.000000	"name2085@lomejor.es"	2007-11-27	412.155867	"T"	"F"	0.000000		89	90	73
"1129YR"	20999.000000	"F"	6319.000000	5.000000	"name4533@tnet.jp"	2010-02-01	736.226062					75	90	62
"1828KX"	21000.000000	"F"	1026.000000	6.000000	"name7601@tnet.fr"	2006-05-02	530.696382					81	87	69
"1135ZL"	21001.000000	"F"	880.000000	11.000000	"name26353@wwmail.uk"	2008-03-23	1456.996227					81	90	64
"1731VP"	21002.000000	"F"	1724.000000	7.000000	"name9721@tnet.inc"	2006-06-25	694.002350					86	92	73
"1412LN"	21003.000000	"F"	4055.000000	3.000000	"name185@hmail.fr"	2007-04-17	423.127259	"T"	"F"	0.000000		82	94	66
"1037JO"	21004.000000	"F"	4994.000000	4.000000	"name4532@tnet.jp"	2010-06-23	1215.391580					92	90	75
"1201WY"	21005.000000	"F"	8887.000000	6.000000	"name14396@tnet.uk"	2010-10-16	1050.254283					84	89	72
"1385CM"	21006.000000	"M"	2276.000000	11.000000	"name28522@zigzag.cat"	2010-11-07	310.123390					87	89	77
"1985RW"	21007.000000	"F"	1337.000000	7.000000	"name1281@hmail.uk"	2010-09-25	1183.201704					87	89	70
"1168GZ"	21008.000000	"M"	8754.000000	3.000000	"name17798@wwmail.es"	2008-11-15	2013.111167	"T"	"F"	0.000000		82	91	69
"1542KT"	21009.000000	"F"	8136.000000	3.000000	"name7598@tnet.fr"	2010-08-27	655.708202					80	88	68
"1630LA"	21010.000000	"M"	3381.000000	1.000000	"name16394@wwmail.de"	2010-01-05	432.450218					78	91	61
"1087OY"	21011.000000	"F"	5126.000000	4.000000	"name14395@tnet.uk"	2007-11-03	986.155774					80	90	62
"1668ZL"	21012.000000	"F"	3829.000000	9.000000	"name7595@tnet.fr"	2010-01-28	1168.265494					77	87	61
"1516AG"	21013.000000	"F"	3302.000000	12.000000	"name2612@molbe.cat"	2009-10-06	1097.783790	"T"	"F"	0.000000		86	88	68
"1523JK"	21014.000000	"M"	5330.000000	7.000000	"name4531@tnet.jp"	2010-04-16	1120.635772					73	91	57
"1166YQ"	21015.000000	"F"	9810.000000	2.000000	"name2613@molbe.cat"	2007-07-13	369.048782					84	93	69
"1978UD"	21016.000000	"F"	4893.000000	3.000000	"name16450@wwmail.de"	2010-04-03	740.074876					84	90	72
"1843TY"	21017.000000	"F"	6021.000000	7.000000	"name14394@tnet.uk"	2010-04-19	1350.440462					75	89	61
"1458UB"	21018.000000	"F"	6638.000000	11.000000	"name383@hmail.inc"	2010-12-06	143.470238	"T"	"F"	0.000000		80	90	64
"1786LK"	21019.000000	"M"	1184.000000	6.000000	"name20863@wwmail.inc"	2010-09-09	346.433501					83	93	70
"1624SM"	21020.000000	"M"	4830.000000	11.000000	"name20771@wwmail.inc"	2010-06-24	748.567167					75	90	62
"1305IA"	21021.000000	"F"	9319.000000	3.000000	"name29227@zigzag.jp"	2010-08-01	642.547079					81	89	65
"1272SX"	21022.000000	"M"	5708.000000	8.000000	"name18216@wwmail.es"	2007-05-13	930.802306					73	91	59
"1728NA"	21023.000000	"F"	5970.000000	1.000000	"name28444@zigzag.cat"	2009-11-29	329.796202	"T"	"F"	0.000000		81	93	68
"1494ZY"	21024.000000	"M"	1818.000000	6.000000	"name9699@tnet.inc"	2010-02-18	923.299675					73	92	55
"1643XS"	21025.000000	"F"	8061.000000	11.000000	"name24001@wwmail.org"	2009-11-27	503.036519					84	88	67
"1575AF"	21026.000000	"F"	1420.000000	9.000000	"name18367@wwmail.es"	2008-12-05	1282.021885					80	88	63
"1120SL"	21027.000000	"M"	28.000000	2.000000	"name14393@tnet.uk"	2010-05-10	527.311145					79	90	67
"1681VI"	21028.000000	"F"	4449.000000	8.000000	"name4526@tnet.jp"	2010-06-04	506.457094	"T"	"F"	0.000000		87	89	73
"1097AO"	21029.000000	"F"	5207.000000	6.000000	"name24002@wwmail.org"	2008-04-09	2588.893520					77	87	62
"1688SC"	21030.000000	"M"	1152.000000	1.000000	"name14392@tnet.uk"	2009-06-02	697.035653					74	94	62
"1874FC"	21031.000000	"F"	9247.000000	4.000000	"name24003@wwmail.org"	2008-12-16	1030.114006					88	88	69
"1530LJ"	21032.000000	"F"	8116.000000	11.000000	"name22498@wwmail.inc"	2008-07-05	864.257205					77	92	61
"1847UO"	21033.000000	"F"	7912.000000	5.000000	"name16834@wwmail.de"	2005-10-07	331.051817	"T"	"F"	0.000000		83	91	68
"1700UA"	21034.000000	"F"	3482.000000	8.000000	"name9689@tnet.inc"	2007-04-04	713.955135					76	96	65
"1857KG"	21035.000000	"M"	8923.000000	10.000000	"name7588@tnet.fr"	2009-02-12	871.315888					77	92	64
"1449LZ"	21036.000000	"M"	3718.000000	11.000000	"name29709@zigzag.com"	2008-02-07	1922.985930					79	90	62
"1636SP"	21037.000000	"F"	9811.000000	2.000000	"name23129@wwmail.inc"	2010-03-01	1063.095145					81	88	66
"1278TQ"	21038.000000	"F"	3630.000000	6.000000	"name21009@wwmail.inc"	2010-10-18	1159.331783	"T"	"F"	0.000000		75	92	60
"1355HS"	21039.000000	"M"	1795.000000	3.000000	"name4524@tnet.jp"	2010-12-30	1029.263812					75	90	61
"1538MS"	21040.000000	"M"	3020.000000	2.000000	"name29576@zigzag.com"	2009-04-24	1096.343401					74	88	58
"1468BC"	21041.000000	"F"	7516.000000	11.000000	"name24005wwmail.org"	2009-10-10	1068.698439					82	90	66
"1327JV"	21042.000000	"F"	9357.000000	6.000000	"name2632@molbe.cat"	2009-07-16	418.134478					76	90	62
"1866AI"	21043.000000	"F"	1417.000000	8.000000	"name7583@tnet.fr"	2010-09-05	2075.408639	"T"	"F"	0.000000		78	94	66
"1485UX"	21044.000000	"F"	934.000000	10.000000	"name7582@tnet.fr"	2010-06-05	186.931067					81	91	65
"1315CV"	21045.000000	"F"	5669.000000	6.000000	"name19113@wwmail.es"	2010-04-08	1680.445393					84	91	69
"1493BW"	21046.000000	"F"	2188.000000	8.000000	"name21491@wwmail.inc"	2008-08-08	1419.348411					78	88	62
"1207ZF"	21047.000000	"F"	2129.000000	7.000000	"name19237@wwmail.es"	2006-11-01	434.347608					81	89	69
"1867WM"	21048.000000	"M"	5050.000000	4.000000	"name4521@tnet.jp"	2010-11-28	1790.063543	"T"	"F"	0.000000		81	88	64
"1208SG"	21049.000000	"F"	4770.000000	2.000000	"name14391@tnet.uk"	2009-10-07	257.019609					84	90	67
"1661HJ"	21050.000000	"M"	5229.000000	8.000000	"name9673@tnet.inc"	2010-10-13	1404.175252					83	87	68
"1005GR"	21051.000000	"F"	8127.000000	4.000000	"name24007@wwmail.org"	2006-10-02	758.729625					77	88	62
"1252AJ"	21052.000000	"F"	3448.000000	4.000000	"name22708@wwmail.inc"	2006-10-19	207.853684					78	90	65
"1547TU"	21053.000000	"F"	2389.000000	3.000000	"name25512@wwmail.uk"	2009-02-16	638.611222	"T"	"F"	0.000000		82	90	65
"1452YT"	21054.000000	"F"	5459.000000	11.000000	"name23256@wwmail.inc"	2008-10-01	2974.130788					81	92	67
"1602RY"	21055.000000	"M"	3428.000000	4.000000	"name19642@wwmail.es"	2010-07-20	1610.044690					81	91	66
"1894SZ"	21056.000000	"F"	1462.000000	11.000000	"name9667@tnet.inc"	2010-07-07	2336.484482					84	91	67
"1994OM"	21057.000000	"M"	5457.000000	2.000000	"name9666@tnet.inc"	2009-12-10	1520.355922					90	83	75
"1332BX"	21058.000000	"F"	6017.000000	11.000000	"name4520@tnet.jp"	2010-12-21	49.952786	"T"	"F"	0.000000		71	93	59
"1557ML"	21059.000000	"F"	2020.000000	7.000000	"name21048@wwmail.inc"	2010-08-25	1194.544313					78	86	64
"1439VL"	21060.000000	"F"	1189.000000	10.000000	"name21115@wwmail.inc"	2010-10-03	857.100026					90	88	74
"1776IX"	21061.000000	"F"	6393.000000	9.000000	"name2637@molbe.cat"	2006-08-29	867.627426					76	87	62
"1101QU"	21062.000000	"F"	7418.000000	4.000000	"name4519@tnet.jp"	2009-07-15	1911.947910					83	89	71
"1539OG"	21063.000000	"M"	8449.000000	5.000000	"name4518@tnet.jp"	2006-12-10	368.335075	"T"	"F"	0.000000		71	86	58
"1418RB"	21064.000000	"F"	6553.000000	5.000000	"name14566@wwmail.de"	2010-10-27	2123.095589					76	91	61
"1781KO"	21065.000000	"F"	481.000000	7.000000	"name14390@tnet.uk"	2010-10-10	793.203944					83	90	69
"1998YK"	21066.000000	"F"	913.000000	6.000000	"name9657@tnet.inc"	2009-06-20	280.022555					79	91	64
"1233PT"	21067.000000	"M"	5648.000000	9.000000	"name7574@tnet.fr"	2008-05-02	827.021850					80	92	63
"1155WG"	21068.000000	"M"	7284.000000	12.000000	"name15572@wwmail.de"	2010-04-15	542.645625	"T"	"F"	0.000000		76	88	63
"1464FQ"	21069.000000	"F"	299.000000	7.000000	"name19072@wwmail.es"	2007-11-17	561.214065					78	92	63
"1604IW"	21070.000000	"M"	9705.000000	4.000000	"name9653@tnet.inc"	2005-04-17	249.749079					92	90	80
"1237LV"	21071.000000	"F"	610.000000	10.000000	"name14838@wwmail.de"	2010-05-27	1885.745474					78	90	65
"1862SO"	21072.000000	"F"	5050.000000	7.000000	"name9651@tnet.inc"	2010-05-15	838.718956					85	89	71
"1745OP"	21073.000000	"F"	5866.000000	5.000000	"name25813@wwmail.uk"	2010-03-29	581.953329	"T"	"F"	0.000000		76	91	63
"1539ZT"	21074.000000	"F"	2309.000000	9.000000	"name24012@wwmail.org"	2010-01-13	830.435587					76	92	64
"1566WU"	21075.000000	"F"	4987.000000	6.000000	"name22856@wwmail.inc"	2010-12-24	773.668977					78	92	64
"1939AV"	21076.000000	"F"	6365.000000	1.000000	"name27725@zigzag.be"	2008-10-17	103.653592					82	91	65
"1105GL"	21077.000000	"F"	3538.000000	3.000000	"name7570@tnet.fr"	2008-06-07	1221.307583					77	92	62
"1159TK"	21078.000000	"F"	8232.000000	5.000000	"name17237@wwmail.de"	2009-08-03	146.799493	"T"	"F"	0.000000		83	93	68
"1545AO"	21079.000000	"F"	142.000000	2.000000	"name19029@wwmail.es"	2009-09-01	1198.142853					82	89	68
"1877ZO"	21080.000000	"M"	8721.000000	8.000000	"name21968@wwmail.inc"	2009-09-27	945.288018					70	90	56
"1889KZ"	21081.000000	"M"	7221.000000	1.000000	"name26515@wwmail.uk"	2010-01-05	685.300893					78	88	63
"1261RG"	21082.000000	"M"	4102.000000	9.000000	"name4511@tnet.jp"	2010-11-13	776.500956					78	90	64
"1515IQ"	21083.000000	"M"	8366.000000	6.000000	"name4510@tnet.jp"	2009-03-27	524.692255	"T"	"F"	0.000000		80	91	71
"1755DP"	21084.000000	"F"	1800.000000	4.000000	"name25928@wwmail.uk"	2010-07-22	40.637350					81	93	65
"1011CQ"	21085.000000	"F"	3430.000000	6.000000	"name22684@wwmail.inc"	2006-10-28	299.960413					82	88	64
"1582YP"	21086.000000	"F"	7648.000000	9.000000	"name14389@tnet"	2010-06-20	1572.592377					76	85	63
"1132SS"	21087.000000	"F"	702.000000	12.000000	"name14388@tnet.uk"	2010-07-26	1196.599915					81	88	63
"1140RY"	21088.000000	"F"	8071.000000	8.000000	"name27982@zigzag.be"	2005-03-30	320.158650	"T"	"F"	0.000000		78	88	65
"1043LT"	21089.000000	"M"	809.000000	8.000000	"name22753@wwmail.inc"	2007-07-18	1178.282766					78	90	62
"1296MQ"	21090.000000	"M"	7226.000000	7.000000	"name7561@tnet.fr"	2010-11-23	1891.986128					85	91	72
"1266JA"	21091.000000	"F"	3696.000000	10.000000	"name28300@zigzag.be"	2010-03-16	719.328495					85	90	70
"1787QN"	21092.000000	"F"	8462.000000	2.000000	"name18522@wwmail.es"	2010-02-03	578.609635					90	95	76
"1125AX"	21093.000000	"F"	2416.000000	3.000000	"name26584@wwmail.uk"	2009-06-24	1907.063751	"T"	"F"	0.000000		79	91	66
"1516UM"	21094.000000	"F"	4104.000000	8.000000	"name4508@tnet.jp"	2007-07-12	645.406223					71	90	56
"1697HM"	21095.000000	"F"	9993.000000	2.000000	"name20508@wwmail.es"	2010-11-06	765.836288					75	90	57
"1346TA"	21096.000000	"M"	6802.000000	9.000000	"name9627@tnet.inc"	2009-02-07	2223.515212					70	90	56
"1258OF"	21097.000000	"F"	8015.000000	10.000000	"name14839@wwmail.de"	2008-09-09	736.249553					81	90	65
"1198EM"	21098.000000	"F"	284.000000	7.000000	"name7"	2008-06-24	28.678481	"T"	"F"	0.000000		85	93	69
"1026HG"	21099.000000	"M"	9546.000000	6.000000	"name14815@wwmail.de"	2008-09-05	1287.948114					83	91	71
"1650MY"	21100.000000	"F"	9958.000000	2.000000	"name9623@tnet.inc"	2010-09-25	705.889405					89	91	77
"1810EP"	21101.000000	"F"	8055.000000	6.000000	"name22460@wwmail.inc"	2009-03-02	502.589546					74	90	63
"1632FU"	21102.000000	"F"	2488.000000	7.000000	"name14536@wwmail.de"	2005-02-25	107.185168					75	91	58
"1761MT"	21103.000000	"M"	1911.000000	9.000000	"name25988@wwmail.uk"	2010-11-13	1898.765254	"T"	"F"	0.000000		80	89	64
"1224XX"	21104.000000	"F"	5661.000000	9.000000	"name27466@zigzag.be"	2010-11-29	645.490355					86	87	70
"1013UT"	21105.000000	"F"	7037.000000	3.000000	"name29562@zigzag.com"	2009-10-26	716.215826					80	89	64
"1550UD"	21106.000000	"F"	1681.000000	2.000000	"name27477@zigzag.be"	2007-10-16	902.991596					78	92	62
"1429KB"	21107.000000	"M"	4067.000000	4.000000	"name14387@tnet.uk"	2010-04-05	983.600849					75	88	58
"1380RL"	21108.000000	"M"	5865.000000	9.000000	"name14386@tnet.uk"	2008-01-30	313.300270	"T"	"F"	0.000000		79	92	66
"1859DZ"	21109.000000	"F"	4724.000000	8.000000	"name26275@wwmail.uk"	2010-09-28	92.412521					83	91	66
"1622HE"	21110.000000	"M"	6425.000000	7.000000	"name19652@wwmail.es"	2007-10-21	379.544442					79	93	63
"1471WQ"	21111.000000	"F"	7168.000000	7.000000	"name21005@wwmail.inc"	2010-08-18	1058.291386					83	91	65
"1122ZN"	21112.000000	"M"	4125.000000	9.000000	"name14385@tnet.uk"	2010-10-19	1011.028641					90	90	76
"1209EE"	21113.000000	"F"	6733.000000	9.000000	"name28698@zigzag.cat"	2009-12-04	2101.167952	"T"	"F"	0.000000		81	89	64
"1558NU"	21114.000000	"F"	5795.000000	11.000000	"name19587@wwmail.es"	2010-05-19	281.633585					82	89	69
"1937SL"	21115.000000	"M"	6067.000000	9.000000	"name20833@wwmail.inc"	2009-10-14	849.310063					80	95	65
"1840SR"	21116.000000	"F"	29.000000	5.000000	"name19584@wwmail.es"	2006-08-25	333.846967					85	89	71
"1686EJ"	21117.000000	"F"	5757.000000	12.000000	"name20735@wwmail.inc"	2007-08-01	666.382227					84	86	69
"1405VK"	21118.000000	"F"	8274.000000	4.000000	"name9605@tnet.inc"	2008-06-28	754.276484	"T"	"F"	0.000000		88	88	76
"1197HQ"	21119.000000	"F"	4365.000000	11.000000	"name14384@tnet.uk"	2009-10-13	362.430948					76	92	64
"1415YA"	21120.000000	"F"	7644.000000	8.000000	"name16800@wwmail.de"	2005-06-11	158.716392					71	87	56
"1975OV"	21121.000000	"F"	3847.000000	2.000000	"name24025@wwmail.org"	2010-11-09	747.797601					89	88	78
"1252XC"	21122.000000	"F"	201.000000	1.000000	"name4506@tnet.jp"	2008-01-02	482.803372					83	87	66
"1632LH"	21123.000000	"M"	3938.000000	4.000000	"name29172@zigzag.jp"	2007-09-20	770.254271	"T"	"F"	0.000000		77	89	61
"1751AB"	21124.000000	"F"	7000.000000	3.000000	"name16921@wwmail.de"	2005-09-06	211.843433					67	90	53
"1175ZR"	21125.000000	"M"	7722.000000	11.000000	"name23141@wwmail.inc"	2009-11-06	1672.634312					74	84	58
"1525IQ"	21126.000000	"F"	4820.000000	4.000000	"name17108@wwmail.de"	2009-07-17	1031.725103					76	89	59
"1874TS"	21127.000000	"F"	4786.000000	10.000000	"name27734@zigzag.be"	2010-01-09	1399.662288					79	91	64
"1312WL"	21128.000000	"M"	9723.000000	12.000000	"name29124@zigzag.jp"	2009-03-30	1086.474842	"T"	"F"	0.000000		82	90	66
"1304UU"	21129.000000	"M"	810.000000	5.000000	"name14383@tnet.uk"	2005-08-09	198.281133					77	91	62
"1818HT"	21130.000000	"M"	2684.000000	6.000000	"name22968@wwmail.inc"	2008-10-14	831.615208					86	87	72
"1798ET"	21131.000000	"M"	5707.000000	10.000000	"name24029@wwmail.org"	2010-05-21	933.663951					84	93	70
"1934VR"	21132.000000	"F"	1275.000000	3.000000	"name9591@tnet.inc"	2008-02-08	636.429142					80	92	65
"1740OX"	21133.000000	"M"	1157.000000	2.000000	"name28852@zigzag.cat"	2010-09-08	1394.886235	"T"	"F"	0.000000		78	89	64
"1882XQ"	21134.000000	"F"	8962.000000	4.000000	"name7539@tnet.fr"	2008-10-12	248.477278					76	90	63
"1555TS"	21135.000000	"F"	8218.000000	11.000000	"name4501@tnet.jp"	2005-12-15	694.717998					75	90	60
"1064AS"	21136.000000	"M"	9964.000000	7.000000	"name24030@wwmail.org"	2010-03-15	183.073961					85	89	69
"1406EB"	21137.000000	"M"	6495.000000	9.000000	"name9586@tnet.inc"	2010-07-25	226.003008					85	88	73
"1805ZG"	21138.000000	"F"	7818.000000	5.000000	"name26939@wwmail.uk"	2008-01-05	845.910222	"T"	"F"	0.000000		80	90	65
"1795OD"	21139.000000	"F"	1649.000000	4.000000	"name2103@lomejor.es"	2010-06-23	671.575513					86	91	71
"1009ZI"	21140.000000	"F"	7808.000000	8.000000	"name19408@wwmail.es"	2006-10-02	181.158784					80	89	66
"1059WZ"	21141.000000	"F"	4444.000000	8.000000	"name17211@wwmail.de"	2007-09-06	425.328619					83	90	67
"1291JV"	21142.000000	"F"	4343.000000	8.000000	"name362@hmail.inc"	2005-06-18	366.166582					79	97	64
"1162WD"	21143.000000	"M"	291.000000	2.000000	"name19374@wwmail.es"	2010-01-18	2140.182762	"T"	"F"	0.000000		82	92	68
"1241OC"	21144.000000	"F"	3275.000000	6.000000	"name9579@tnet.inc"	2009-02-23	99.371216					88	94	70
"1597HC"	21145.000000	"F"	957.000000	1.000000	"name19369@wwmail.es"	2009-12-15	212.368006					75	87	54
"1756AN"	21146.000000	"M"	9612.000000	3.000000	"name2683@molbe.cat"	2010-04-10	1087.651414					78	90	64
"1584LU"	21147.000000	"M"	1221.000000	11.000000	"name14382@tnet.uk"	2009-12-29	2487.667952					80	88	67
"1098ZT"	21148.000000	"F"	1423.000000	8.000000	"name2109@lomejor.es"	2010-05-03	288.455983	"T"	"F"	0.000000		77	90	58
"1560GB"	21149.000000	"M"	9847.000000	9.000000	"name22633@wwmail.inc"	2007-01-27	394.635758					85	90	67
"1833RG"	21150.000000	"F"	5740.000000	4.000000	"name22599@wwmail.inc"	2008-05-04	748.461065					82	89	66
"1782LQ"	21151.000000	"M"	9975.000000	10.000000	"name2110lomejor.es"	2009-03-29	1017.979622					82	89	69
"1882AJ"	21152.000000	"M"	1727.000000	2.000000	"name14706@wwmail.de"	2009-05-06	371.273210					75	87	64
"1222HO"	21153.000000	"F"	8908.000000	8.000000	"name14381@tnet.uk"	2006-02-26	929.258371	"T"	"F"	0.000000		82	94	64
"1468MM"	21154.000000	"F"	2633.000000	4.000000	"name9569@tnet.inc"	2006-09-13	455.358780					77	88	59
"1165LD"	21155.000000	"F"	4991.000000	10.000000	"name9568@tnet.inc"	2010-02-02	2390.903272					86	88	72
"1359CZ"	21156.000000	"F"	4830.000000	7.000000	"name4497@tnet.jp"	2009-01-05	54.812375					80	89	64
"1101QJ"	21157.000000	"F"	5599.000000	12.000000	"name645@hmail.uk"	2008-05-27	411.723307					87	89	72
"1220FA"	21158.000000	"M"	5815.000000	9.000000	"name27008@wwmail.uk"	2010-07-28	923.680076	"T"	"F"	0.000000		72	88	58
"1529KJ"	21159.000000	"F"	4974.000000	6.000000	"name9564@tnet.inc"	2010-08-07	704.812357					83	92	68
"1256VC"	21160.000000	"M"	5904.000000	12.000000	"name2709@molbe.cat"	2010-06-30	1319.632201					78	93	63
"1450GQ"	21161.000000	"F"	4866.000000	4.000000	"name15540@wwmail.de"	2007-05-19	801.243384					83	90	71
"1961XK"	21162.000000	"F"	2105.000000	7.000000	"name21612@wwmail.inc"	2007-06-22	514.108005					84	89	70
"1961BP"	21163.000000	"F"	5031.000000	9.000000	"name29678@zigzag.com"	2009-03-14	477.385296	"T"	"F"	0.000000		84	89	66
"1966IK"	21164.000000	"F"	5863.000000	3.000000	"name19197@wwmail.es"	2009-04-15	1094.645160					87	91	68
"1961YK"	21165.000000	"F"	8666.000000	7.000000	"name19187@wwmail.es"	2009-11-28	1456.161150					81	89	64
"1782GE"	21166.000000	"M"	6818.000000	9.000000	"name7526@tnet.fr"	2007-08-12	7.500000					89	93	75
"1339TD"	21167.000000	"F"	8958.000000	2.000000	"name16040@wwmail.de"	2009-08-22	266.243081					85	91	71
